"Project Name","URL","ML libraries","Number of Contributors","Number of Stars"
"albertbup/deep-belief-network","https://github.com/albertbup/deep-belief-network.git","sklearn,tensorflow","6","271"
"sao-eht/eat","https://github.com/sao-eht/eat.git","sklearn","8","111"
"brentp/peddy","https://github.com/brentp/peddy.git","sklearn","7","93"
"ethen8181/machine-learning","https://github.com/ethen8181/machine-learning.git","sklearn,keras","5","1619"
"AmazaspShumik/sklearn-bayes","https://github.com/AmazaspShumik/sklearn-bayes.git","sklearn","5","394"
"flatironinstitute/CaImAn","https://github.com/flatironinstitute/CaImAn.git","sklearn,tensorflow,keras","39","336"
"alvarouc/polyssifier","https://github.com/alvarouc/polyssifier.git","sklearn","5","55"
"mynlp/ccg2lambda","https://github.com/mynlp/ccg2lambda.git","tensorflow,keras","5","134"
"benhoff/vexbot","https://github.com/benhoff/vexbot.git","sklearn","11","60"
"ChrisCummins/phd","https://github.com/ChrisCummins/phd.git","sklearn,torch,tensorflow,keras","18","81"
"lukas/ml-class","https://github.com/lukas/ml-class.git","sklearn,tensorflow,keras,torch","15","1527"
"jakevdp/sklearn_tutorial","https://github.com/jakevdp/sklearn_tutorial.git","sklearn","3","1276"
"prisms-center/CASMcode","https://github.com/prisms-center/CASMcode.git","sklearn","10","55"
"senarvi/theanolm","https://github.com/senarvi/theanolm.git","theano","6","82"
"BerkeleyAutomation/dex-net","https://github.com/BerkeleyAutomation/dex-net.git","sklearn","3","143"
"cmusatyalab/openface","https://github.com/cmusatyalab/openface.git","sklearn","27","13375"
"pelednoam/mmvt","https://github.com/pelednoam/mmvt.git","sklearn","6","53"
"hackingmaterials/matminer","https://github.com/hackingmaterials/matminer.git","sklearn,torch","35","198"
"pliablepixels/zmeventnotification","https://github.com/pliablepixels/zmeventnotification.git","sklearn","21","152"
"DigitalSlideArchive/HistomicsTK","https://github.com/DigitalSlideArchive/HistomicsTK.git","sklearn","16","125"
"christophM/rulefit","https://github.com/christophM/rulefit.git","sklearn","7","149"
"alvarouc/mlp","https://github.com/alvarouc/mlp.git","sklearn,keras","3","59"
"dataiku/dataiku-contrib","https://github.com/dataiku/dataiku-contrib.git","sklearn,keras,tensorflow","34","65"
"rsteca/sklearn-deap","https://github.com/rsteca/sklearn-deap.git","sklearn","15","577"
"odlgroup/odl","https://github.com/odlgroup/odl.git","theano,torch,tensorflow","19","143"
"bcgsc/NanoSim","https://github.com/bcgsc/NanoSim.git","sklearn","9","68"
"tensorflow/tensorflow","https://github.com/tensorflow/tensorflow.git","sklearn,tensorflow,keras","403","145242"
"apache/systemml","https://github.com/apache/systemml.git","sklearn","82","815"
"caserec/CaseRecommender","https://github.com/caserec/CaseRecommender.git","sklearn","8","219"
"sharadmv/deepx","https://github.com/sharadmv/deepx.git","torch,keras,tensorflow","4","62"
"boudinfl/pke","https://github.com/boudinfl/pke.git","sklearn","4","497"
"kudkudak/word-embeddings-benchmarks","https://github.com/kudkudak/word-embeddings-benchmarks.git","sklearn","8","314"
"microsoft/CNTK","https://github.com/microsoft/CNTK.git","sklearn,caffe,tensorflow,keras","198","16786"
"codebasics/py","https://github.com/codebasics/py.git","sklearn","8","824"
"stratosphereips/StratosphereLinuxIPS","https://github.com/stratosphereips/StratosphereLinuxIPS.git","sklearn","7","134"
"mldbai/mldb","https://github.com/mldbai/mldb.git","sklearn","13","558"
"jcmgray/quimb","https://github.com/jcmgray/quimb.git","tensorflow,torch","6","96"
"jbms/beancount-import","https://github.com/jbms/beancount-import.git","sklearn","7","74"
"cryoem/eman2","https://github.com/cryoem/eman2.git","sklearn,theano,tensorflow","16","70"
"nextgenusfs/funannotate","https://github.com/nextgenusfs/funannotate.git","sklearn","7","106"
"noahpresler/semesterly","https://github.com/noahpresler/semesterly.git","sklearn","17","80"
"NIHOPA/word2vec_pipeline","https://github.com/NIHOPA/word2vec_pipeline.git","sklearn","3","90"
"poldracklab/mriqc","https://github.com/poldracklab/mriqc.git","sklearn","21","105"
"toros-astro/astroalign","https://github.com/toros-astro/astroalign.git","sklearn","3","55"
"architecture-building-systems/CityEnergyAnalyst","https://github.com/architecture-building-systems/CityEnergyAnalyst.git","sklearn,theano,keras","23","71"
"SanPen/GridCal","https://github.com/SanPen/GridCal.git","sklearn","7","128"
"pyxem/pyxem","https://github.com/pyxem/pyxem.git","sklearn","18","51"
"scikit-learn-contrib/project-template","https://github.com/scikit-learn-contrib/project-template.git","sklearn","14","137"
"amyxzhang/wikum","https://github.com/amyxzhang/wikum.git","sklearn","13","63"
"udacity/machine-learning","https://github.com/udacity/machine-learning.git","sklearn,tensorflow","25","3204"
"tensorflow/serving","https://github.com/tensorflow/serving.git","tensorflow","147","4421"
"amirziai/sklearnflask","https://github.com/amirziai/sklearnflask.git","sklearn","5","242"
"aimacode/aima-python","https://github.com/aimacode/aima-python.git","keras","110","4698"
"apache/beam","https://github.com/apache/beam.git","tensorflow","314","4007"
"algorithmiaio/sample-apps","https://github.com/algorithmiaio/sample-apps.git","sklearn,torch,tensorflow,keras","19","180"
"arthurmensch/modl","https://github.com/arthurmensch/modl.git","sklearn","3","117"
"ageron/handson-ml","https://github.com/ageron/handson-ml.git","sklearn,tensorflow","37","19965"
"TeamCohen/TensorLog","https://github.com/TeamCohen/TensorLog.git","theano,tensorflow","4","91"
"ARM-software/CMSIS_5","https://github.com/ARM-software/CMSIS_5.git","sklearn,tensorflow","77","1303"
"databricks/tensorframes","https://github.com/databricks/tensorframes.git","tensorflow","15","768"
"computational-class/cjc","https://github.com/computational-class/cjc.git","sklearn","9","70"
"joaopalotti/trectools","https://github.com/joaopalotti/trectools.git","sklearn","7","52"
"PonyGE/PonyGE2","https://github.com/PonyGE/PonyGE2.git","sklearn","9","66"
"machinalis/satimg","https://github.com/machinalis/satimg.git","sklearn","3","105"
"CornellNLP/Cornell-Conversational-Analysis-Toolkit","https://github.com/CornellNLP/Cornell-Conversational-Analysis-Toolkit.git","sklearn,torch","11","165"
"mike-bowles/hdDeepLearningStudy","https://github.com/mike-bowles/hdDeepLearningStudy.git","theano","3","244"
"uclnlp/stat-nlp-book","https://github.com/uclnlp/stat-nlp-book.git","sklearn,tensorflow","11","224"
"unias/docklet","https://github.com/unias/docklet.git","sklearn","17","214"
"marcotcr/lime","https://github.com/marcotcr/lime.git","sklearn","39","7540"
"douwekiela/mmfeat","https://github.com/douwekiela/mmfeat.git","sklearn,caffe","6","73"
"mozilla/fathom","https://github.com/mozilla/fathom.git","sklearn,torch","17","1863"
"amueller/scipy-2016-sklearn","https://github.com/amueller/scipy-2016-sklearn.git","sklearn","8","502"
"deworrall92/harmonicConvolutions","https://github.com/deworrall92/harmonicConvolutions.git","tensorflow","3","233"
"PythonWorkshop/intro-to-sklearn","https://github.com/PythonWorkshop/intro-to-sklearn.git","sklearn","5","76"
"JuliaRobotics/Caesar.jl","https://github.com/JuliaRobotics/Caesar.jl.git","keras,caffe,tensorflow","14","73"
"manzilzaheer/CoverTree","https://github.com/manzilzaheer/CoverTree.git","sklearn","4","69"
"GoogleCloudPlatform/training-data-analyst","https://github.com/GoogleCloudPlatform/training-data-analyst.git","sklearn,keras,tensorflow","126","3684"
"dpressel/mead-baseline","https://github.com/dpressel/mead-baseline.git","tensorflow,keras,torch","10","236"
"milesgranger/gap_statistic","https://github.com/milesgranger/gap_statistic.git","sklearn","3","52"
"SheffieldML/PyDeepGP","https://github.com/SheffieldML/PyDeepGP.git","theano","5","130"
"scikit-learn-contrib/forest-confidence-interval","https://github.com/scikit-learn-contrib/forest-confidence-interval.git","sklearn","14","181"
"HDI-Project/FeatureHub","https://github.com/HDI-Project/FeatureHub.git","sklearn","5","75"
"geffy/tffm","https://github.com/geffy/tffm.git","sklearn,tensorflow","8","716"
"KordingLab/spykes","https://github.com/KordingLab/spykes.git","tensorflow","7","67"
"amygdala/tensorflow-workshop","https://github.com/amygdala/tensorflow-workshop.git","sklearn,keras,tensorflow","7","624"
"titu1994/Neural-Style-Transfer","https://github.com/titu1994/Neural-Style-Transfer.git","sklearn,theano,keras,tensorflow","9","1712"
"Magdoll/cDNA_Cupcake","https://github.com/Magdoll/cDNA_Cupcake.git","sklearn","5","74"
"googledatalab/pydatalab","https://github.com/googledatalab/pydatalab.git","sklearn,tensorflow","27","171"
"practical-recommender-systems/moviegeek","https://github.com/practical-recommender-systems/moviegeek.git","sklearn","5","413"
"masa-su/Tars","https://github.com/masa-su/Tars.git","sklearn,theano","4","60"
"cupslab/neural_network_cracking","https://github.com/cupslab/neural_network_cracking.git","sklearn,tensorflow,keras","4","140"
"jaredleekatzman/DeepSurv","https://github.com/jaredleekatzman/DeepSurv.git","theano","5","240"
"NLeSC/mcfly","https://github.com/NLeSC/mcfly.git","sklearn,tensorflow,keras","9","278"
"anhaidgroup/py_entitymatching","https://github.com/anhaidgroup/py_entitymatching.git","sklearn","10","92"
"sebastian-lapuschkin/lrp_toolbox","https://github.com/sebastian-lapuschkin/lrp_toolbox.git","caffe","4","190"
"YaleDHLab/lab-workshops","https://github.com/YaleDHLab/lab-workshops.git","sklearn","8","93"
"ml4a/ml4a-guides","https://github.com/ml4a/ml4a-guides.git","tensorflow,torch","12","1014"
"mozilla/DeepSpeech","https://github.com/mozilla/DeepSpeech.git","tensorflow","108","14141"
"civisanalytics/python-glmnet","https://github.com/civisanalytics/python-glmnet.git","sklearn","6","165"
"RGF-team/rgf","https://github.com/RGF-team/rgf.git","sklearn","9","299"
"nfmcclure/tensorflow_cookbook","https://github.com/nfmcclure/tensorflow_cookbook.git","sklearn,tensorflow,keras","18","5586"
"skggm/skggm","https://github.com/skggm/skggm.git","sklearn","3","156"
"karthikncode/DeepRL-InformationExtraction","https://github.com/karthikncode/DeepRL-InformationExtraction.git","sklearn","3","219"
"alistairewj/sepsis3-mimic","https://github.com/alistairewj/sepsis3-mimic.git","sklearn","3","95"
"pycroscopy/pycroscopy","https://github.com/pycroscopy/pycroscopy.git","sklearn","14","114"
"tmadl/highdimensional-decision-boundary-plot","https://github.com/tmadl/highdimensional-decision-boundary-plot.git","sklearn","4","160"
"hltcoe/PredPatt","https://github.com/hltcoe/PredPatt.git","tensorflow","8","75"
"PyThaiNLP/pythainlp","https://github.com/PyThaiNLP/pythainlp.git","torch","26","431"
"titu1994/Wide-Residual-Networks","https://github.com/titu1994/Wide-Residual-Networks.git","sklearn,keras","5","87"
"HealthCatalyst/healthcareai-py","https://github.com/HealthCatalyst/healthcareai-py.git","sklearn","17","211"
"scanner-research/scanner","https://github.com/scanner-research/scanner.git","torch,tensorflow","11","537"
"mhjabreel/CharCnn_Keras","https://github.com/mhjabreel/CharCnn_Keras.git","tensorflow,keras","4","89"
"Calysto/conx","https://github.com/Calysto/conx.git","sklearn,theano,tensorflow,keras","4","76"
"david-abel/simple_rl","https://github.com/david-abel/simple_rl.git","sklearn,tensorflow","13","124"
"jonrein/tensorflow_CTC_example","https://github.com/jonrein/tensorflow_CTC_example.git","tensorflow","3","153"
"hvasbath/beat","https://github.com/hvasbath/beat.git","theano","4","58"
"kushalvyas/Bag-of-Visual-Words-Python","https://github.com/kushalvyas/Bag-of-Visual-Words-Python.git","sklearn","4","85"
"ijmarshall/robotreviewer","https://github.com/ijmarshall/robotreviewer.git","sklearn,tensorflow,keras","7","56"
"IvanoLauriola/MKLpy","https://github.com/IvanoLauriola/MKLpy.git","sklearn","3","53"
"jasonlaska/spherecluster","https://github.com/jasonlaska/spherecluster.git","sklearn","3","163"
"rdadolf/fathom","https://github.com/rdadolf/fathom.git","sklearn,tensorflow","5","62"
"nealjean/predicting-poverty","https://github.com/nealjean/predicting-poverty.git","sklearn,caffe","4","328"
"NeuromorphicProcessorProject/snn_toolbox","https://github.com/NeuromorphicProcessorProject/snn_toolbox.git","sklearn,caffe,theano,tensorflow,keras","9","89"
"giulbia/baby_cry_detection","https://github.com/giulbia/baby_cry_detection.git","sklearn","3","91"
"KrishnaswamyLab/MAGIC","https://github.com/KrishnaswamyLab/MAGIC.git","sklearn","13","157"
"CSchoel/nolds","https://github.com/CSchoel/nolds.git","sklearn","4","94"
"microsoft/LightGBM","https://github.com/microsoft/LightGBM.git","sklearn","152","11071"
"stanfordnlp/cocoa","https://github.com/stanfordnlp/cocoa.git","sklearn,tensorflow,torch","5","119"
"VIAME/VIAME","https://github.com/VIAME/VIAME.git","sklearn,tensorflow,torch","24","78"
"jakevdp/PythonDataScienceHandbook","https://github.com/jakevdp/PythonDataScienceHandbook.git","sklearn","15","23915"
"the-deep-learners/study-group","https://github.com/the-deep-learners/study-group.git","sklearn,theano,tensorflow","4","242"
"ctuning/ck-tensorflow","https://github.com/ctuning/ck-tensorflow.git","tensorflow","13","87"
"DeepLearningDTU/02456-deep-learning","https://github.com/DeepLearningDTU/02456-deep-learning.git","sklearn,theano,tensorflow","8","97"
"combust/mleap","https://github.com/combust/mleap.git","sklearn","53","1066"
"intel-analytics/BigDL","https://github.com/intel-analytics/BigDL.git","caffe,theano,keras,tensorflow","65","3319"
"arnomoonens/yarll","https://github.com/arnomoonens/yarll.git","tensorflow","3","74"
"fabianbormann/Tensorflow-DeconvNet-Segmentation","https://github.com/fabianbormann/Tensorflow-DeconvNet-Segmentation.git","keras,tensorflow","5","223"
"roamanalytics/roamresearch","https://github.com/roamanalytics/roamresearch.git","sklearn,tensorflow","6","173"
"YerevaNN/translit-rnn","https://github.com/YerevaNN/translit-rnn.git","theano","6","75"
"ChrisCummins/clgen","https://github.com/ChrisCummins/clgen.git","tensorflow,keras","6","63"
"TeamHG-Memex/eli5","https://github.com/TeamHG-Memex/eli5.git","sklearn,keras","13","2029"
"napsternxg/TwitterNER","https://github.com/napsternxg/TwitterNER.git","sklearn","3","105"
"ethz-asl/segmap","https://github.com/ethz-asl/segmap.git","sklearn,tensorflow","6","639"
"konstantint/PassportEye","https://github.com/konstantint/PassportEye.git","sklearn","5","182"
"random-forests/tensorflow-workshop","https://github.com/random-forests/tensorflow-workshop.git","tensorflow","9","724"
"neuropoly/axondeepseg","https://github.com/neuropoly/axondeepseg.git","sklearn,keras,tensorflow","14","75"
"neuroailab/tnn","https://github.com/neuroailab/tnn.git","tensorflow","5","58"
"MrOlm/drep","https://github.com/MrOlm/drep.git","sklearn","5","53"
"amueller/mglearn","https://github.com/amueller/mglearn.git","sklearn","3","109"
"thenetcircle/dino","https://github.com/thenetcircle/dino.git","sklearn","3","140"
"stephenhky/PyShortTextCategorization","https://github.com/stephenhky/PyShortTextCategorization.git","sklearn,keras","5","346"
"ufal/npfl114","https://github.com/ufal/npfl114.git","tensorflow","28","57"
"dlatk/dlatk","https://github.com/dlatk/dlatk.git","sklearn,torch","7","55"
"tensorflow/ecosystem","https://github.com/tensorflow/ecosystem.git","tensorflow","30","1085"
"Large-Scale-Tensor-Decomposition/tensorD","https://github.com/Large-Scale-Tensor-Decomposition/tensorD.git","tensorflow","3","53"
"VertaAI/modeldb","https://github.com/VertaAI/modeldb.git","sklearn,keras,tensorflow,torch","24","896"
"ArdalanM/pyLightGBM","https://github.com/ArdalanM/pyLightGBM.git","sklearn","6","328"
"gabrielStanovsky/oie-benchmark","https://github.com/gabrielStanovsky/oie-benchmark.git","sklearn","3","54"
"dssg/triage","https://github.com/dssg/triage.git","sklearn","19","88"
"workforce-data-initiative/skills-ml","https://github.com/workforce-data-initiative/skills-ml.git","sklearn,tensorflow","7","82"
"MaxHalford/prince","https://github.com/MaxHalford/prince.git","sklearn","7","348"
"galeone/dynamic-training-bench","https://github.com/galeone/dynamic-training-bench.git","tensorflow","3","206"
"udacity/CarND-Alexnet-Feature-Extraction","https://github.com/udacity/CarND-Alexnet-Feature-Extraction.git","sklearn,tensorflow","7","101"
"totalgood/nlpia","https://github.com/totalgood/nlpia.git","sklearn,tensorflow,keras","8","264"
"blue-yonder/tsfresh","https://github.com/blue-yonder/tsfresh.git","sklearn","53","4819"
"FreeDiscovery/FreeDiscovery","https://github.com/FreeDiscovery/FreeDiscovery.git","sklearn","6","56"
"awni/ecg","https://github.com/awni/ecg.git","keras","3","272"
"PPPLDeepLearning/plasma-python","https://github.com/PPPLDeepLearning/plasma-python.git","sklearn,keras,tensorflow,torch","3","57"
